date,open,high,low,close,volume,daily_return,ma_5,ma_10,ma_20,ma_50,ma_200,std_5,std_10,std_20,momentum_3,momentum_7,rolling_return_3,rolling_return_7,rsi_14,macd,macd_signal,bollinger_width,volume_change,volume_ma_5,price_gap,close_to_ma50,close_to_ma200,ma_gap_5_20,close_to_range,rolling_max_10,rolling_min_10,volatility_regime,rsi_volatility_interaction,weekday,month,day,target
1986-03-27,0.0581,0.0592,0.0581,0.0592,35925,0.018932874354561147,0.05728,0.05915,,,,0.027355138817778304,0.026345116359557014,,0.003700000000000002,-0.0020999999999999977,0.06666666666666665,-0.03425774877650889,,-0.0005037785405009251,-0.0002506010720857851,,-0.2595684164966302,84044.2,0.0,,,,1.0,0.0629,0.0555,1,,3,3,27,0
1986-03-31,0.0593,0.0593,0.0577,0.0587,27475,-0.008445945945945943,0.057600000000000005,0.05882999999999999,,,,0.023321874199049082,0.022868830890898837,,0.0022000000000000006,-0.0015999999999999973,0.038938053097345104,-0.026533996683250405,,-0.00046758056175572743,-0.0002939969700197736,,-0.23521224773834382,63933.4,9.999999999999593e-05,,,,0.6250000000000017,0.0629,0.0555,1,,0,3,31,0
1986-04-01,0.0587,0.0587,0.0581,0.0581,23645,-0.010221465076660996,0.058120000000000005,0.05835,,,,0.017510759259216246,0.021638246619208122,,0.0,-0.0006000000000000033,0.0,-0.010221465076660996,,-0.0004817550164510215,-0.00033154857930602316,,-0.13939945404913556,40795.6,0.0,,,,0.0,0.0613,0.0555,1,,1,4,1,1
1986-04-02,0.0581,0.0597,0.0581,0.0587,57655,0.010327022375215211,0.05856,0.058089999999999996,,,,0.016882249607358745,0.02133359083008494,,-0.0005000000000000004,0.0016000000000000042,-0.008445945945945943,0.028021015761821477,,-0.0004395070249279473,-0.000353140268430408,,1.438359061112286,38643.8,0.0,,,,0.3750000000000011,0.0603,0.0555,1,,2,4,2,1
1986-04-03,0.0592,0.0608,0.0592,0.0592,49129,0.008517887563884274,0.05878,0.05798,,,,0.012653325738103505,0.02120132143973496,,0.0005000000000000004,0.003700000000000002,0.008517887563884274,0.06666666666666665,48.484848484848484,-0.00036151207971837906,-0.0003548146306880022,,-0.14787962882664119,38765.8,0.0005000000000000004,,,,0.0,0.0592,0.0555,1,1.0279428576841192,3,4,3,0
1986-04-04,0.0592,0.0597,0.0592,0.0592,56682,0.0,0.05878,0.058030000000000005,,,,0.009420825995518396,0.019315662159093094,,0.0011000000000000038,0.002700000000000001,0.018932874354561147,0.04778761061946901,40.55944055944058,-0.00029628513313290084,-0.000343108731176982,,0.15373811801583592,42917.2,0.0,,,,0.0,0.0592,0.0555,1,0.783432451207972,4,4,4,0
1986-04-07,0.0592,0.0597,0.0571,0.0581,35314,-0.01858108108108114,0.058660000000000004,0.05813,,,,0.012340034626488269,0.018058485272876984,,-0.0006000000000000033,0.0,-0.010221465076660996,0.0,33.33333333333336,-0.0003295542190487402,-0.00034039782875133366,,-0.376980346494478,44485.0,0.0,,,,0.3846153846153842,0.0592,0.0555,0,0.6019495090959,0,4,7,1
1986-04-08,0.0581,0.0597,0.0581,0.0587,21882,0.010327022375215211,0.05878000000000001,0.05845,,,,0.012335644885860052,0.014775580654366263,,-0.0005000000000000004,-0.0005000000000000004,-0.008445945945945943,-0.008445945945945943,40.298507462686594,-0.0003040008907030517,-0.0003331184411416773,,-0.3803590643937249,44132.4,0.0,,,,0.3750000000000011,0.0592,0.0565,0,0.5954338472655065,1,4,8,1
1986-04-09,0.0587,0.0603,0.0587,0.0597,25919,0.017035775127768327,0.05898,0.05877,,,,0.013737000659002704,0.014687741302078611,,0.0005000000000000004,0.0010000000000000009,0.008445945945946054,0.017035775127768327,47.76119402985076,-0.0002007439993700691,-0.00030664355278735566,,0.18448953477744268,37785.2,0.0,,,,0.6250000000000017,0.0597,0.0581,0,0.7015040621888294,2,4,9,1
1986-04-10,0.0597,0.0609,0.0587,0.0603,29628,0.01005025125628145,0.05920000000000001,0.05899000000000001,0.059094999999999995,,,0.013894248346633872,0.012528345232477946,,0.0022000000000000006,0.0022000000000000006,0.03786574870912229,0.03786574870912229,56.45161290322578,-6.969379676593362e-05,-0.00025925360158307126,,0.14309965662255486,33885.0,0.0,,,0.0001050000000000148,0.7272727272727258,0.0603,0.0581,0,0.7072452953818192,3,4,10,1
1986-04-11,0.0608,0.0624,0.0608,0.0613,36731,0.016583747927031434,0.05961999999999999,0.059199999999999996,0.059175,,,0.014724938563026384,0.012231454460761237,0.020100566956842744,0.002599999999999998,0.002599999999999998,0.04429301533219765,0.04429301533219765,67.79661016949152,0.00011354717446825091,-0.00018469344637280684,0.08040226782737098,0.23973943566896172,29894.8,0.0005000000000000004,,,0.000444999999999994,0.31250000000000083,0.0613,0.0581,0,0.8292511498821177,4,4,11,1
1986-04-14,0.0613,0.0625,0.0613,0.0619,25940,0.009787928221859588,0.06038,0.05952,0.059175,,,0.003708051493650009,0.01158494225902973,0.01843885072325504,0.0021999999999999936,0.002699999999999994,0.03685092127303169,0.045608108108108114,79.62962962962959,0.0003036813009398495,-8.701849691027557e-05,0.07375540289302016,-0.293784541667801,28020.0,0.0,,,0.0012050000000000047,0.4999999999999971,0.0619,0.0581,0,0.9225046613671818,0,4,14,0
1986-04-15,0.0619,0.0619,0.0597,0.0619,19855,0.0,0.06102,0.059899999999999995,0.059125000000000004,,,0.006901163428759588,0.010450589880837116,0.018051149581170496,0.0015999999999999973,0.002699999999999994,0.026533996683250294,0.045608108108108114,77.55102040816321,0.00044918602907639826,2.02224082870592e-05,0.07220459832468198,-0.23457979953739394,27614.6,0.0,,,0.001894999999999994,1.0,0.0619,0.0581,0,0.8104539091261431,1,4,15,1
1986-04-16,0.0619,0.0645,0.0613,0.064,68054,0.03392568659127626,0.061880000000000004,0.060430000000000005,0.05926,,,0.012580010295989569,0.013618845281527712,0.01863131068506142,0.002700000000000001,0.0059000000000000025,0.04404567699836859,0.10154905335628239,78.64077669902909,0.0007255878983676925,0.00016129550630318587,0.07452524274024568,2.4275497355829767,36041.6,0.0,,,0.0026200000000000043,0.8437499999999999,0.064,0.0581,0,1.0709965706832467,2,4,16,1
1986-04-17,0.064,0.0645,0.064,0.0645,46931,0.0078125,0.06272,0.06096,0.05947,,,0.012796688249564921,0.013622092200506697,0.018135650795195295,0.002600000000000005,0.0058,0.042003231017770704,0.0988074957410563,77.31958762886593,0.0009737593013922977,0.0003237882653210082,0.07254260318078118,-0.31038587004437657,39502.2,0.0,,,0.003249999999999996,1.0,0.0645,0.0581,0,1.0532545515855687,3,4,17,0
1986-04-18,0.0645,0.0645,0.0618,0.0624,46124,-0.032558139534883845,0.06294,0.06128,0.059655,,,0.023957600769679902,0.01882732829775612,0.018702400696552574,0.0005000000000000004,0.002699999999999994,0.008077544426494443,0.045226130653266194,66.37168141592915,0.0009895772461962701,0.0004569460614960606,0.0748096027862103,-0.017195457160512295,41380.8,0.0,,,0.0032849999999999963,0.2222222222222208,0.0645,0.0581,1,1.2496014356917768,4,4,18,0
1986-04-21,0.0624,0.0629,0.0608,0.0624,48888,0.0,0.06304000000000001,0.06171,0.05992000000000001,,,0.02374428965099268,0.01702394011048585,0.017304941473256768,-0.0016000000000000042,0.0020999999999999977,-0.025000000000000022,0.03482587064676612,70.0934579439252,0.0009906929893196623,0.0005636954470607809,0.06921976589302707,0.059925418437256184,45970.4,0.0,,,0.0031200000000000047,0.7619047619047614,0.0645,0.0587,0,1.1932668301742413,0,4,21,0
